# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.541092100729137,4.91724692436546,40.24749408820264,0,3.0,-0.6649961712968666,0.0,0.0,0.01968715057211901
 0.08021048642326702,2.5484580118886613,4.923482075434918,40.24749408820264,0.24063145926980106,3.0,-0.6649961712968666,0.0015791159236777652,-11.136147960714908,0.14471510697797538
 0.11294444564318723,2.555735682629859,4.929563476863538,39.8829638749896,0.3388333369295617,2.9999999999999996,-0.6948802650723698,0.006316214334001202,-15.102958281859904,0.3185261628746255
 0.13772838421504632,2.5629255491279865,4.93549216936948,39.50865308467863,0.41318515264513894,2.9999999999999987,-0.7264330668313125,0.014210547188215905,-18.64973145252367,0.5360319567485424
 0.15834342507653465,2.5700280475582984,4.941269193670902,39.12418810872907,0.4750302752296039,2.9999999999999987,-0.7597632732579535,0.02526086787965065,-22.0457872735274,0.7927662917441569
 0.17626114395893927,2.5770436140960498,4.946895590485959,38.72917788982071,0.5287834318768178,3.0,-0.7949873832252656,0.03946543143456882,-25.40680833402339,1.0862390700961304
 0.19223972899696085,2.583972684916496,4.952372400532814,38.32321304231081,0.5767191869908824,2.9999999999999964,-0.8322302724548638,0.05682199478772132,-28.798697996618827,1.414984215867626
 0.2067316378952202,2.590815696194892,4.957700664529622,37.90586493455532,0.6201949136856605,3.0,-0.8716258047616176,0.0773278171365499,-32.26582275713041,1.778148618613643
 0.22003302507391795,2.597573084106494,4.962881423194544,37.4766847334235,0.6600990752217537,2.999999999999998,-0.9133174823510178,0.10097966037399653,-35.84179272242159,2.1752844415469417
 0.232350554089471,2.604245284826557,4.967915717245735,37.03520241159563,0.6970516622684129,3.0,-0.957459134116271,0.1277737895998321,-39.554430997205216,2.606232126935265
 0.24383540373170468,2.610832734530336,4.972804587401357,36.58092571890862,0.7315062111951138,2.999999999999995,-1.004215642225157,0.15770597371044248,-43.4283743277848,3.0710491923399603
 0.254602249290222,2.617335869393086,4.977549074379566,36.113339119663884,0.7638067478706657,2.999999999999987,-1.0537637063375374,0.19077148606697625,-47.4865704124756,3.56996432154617
 0.26474061928913256,2.623755125590063,4.982150218898521,35.631902698842886,0.7942218578673973,2.9999999999999947,-1.1062926428230573,0.22696510524172098,-51.75120987865628,4.103346401176225
 0.2743220698314627,2.6300909392965215,4.986609061676381,35.136051040884794,0.8229662094943876,2.9999999999999942,-1.1620052164828711,0.26628111584263925,-56.244346980007094,4.671682851828035
 0.28340491961366704,2.636343746687718,4.990926643431304,34.62519208616721,0.8502147588410005,2.999999999999982,-1.2211184993688347,0.30871330941589337,-60.98833897731787,5.275563966027045
 0.29203748976230065,2.6425139839389065,4.995104004881447,34.09870597169687,0.8761124692869012,2.999999999999987,-1.283864750414323,0.3542549854262256,-66.00617489931848,5.915671234867067
 0.30026038872972954,2.6486020872253424,4.999142186744971,33.55594386427333,0.9007811661891879,3.0,-1.3504923067763417,0.4028989523150628,-71.3217340073462,6.5927683638847485
 0.3081081657886798,2.6546084927222813,5.003042229740031,32.99622679632593,0.9243244973660386,3.0,-1.421266474033584,0.4546375286361304,-76.95999765882488,7.307694102742913
 0.31561053450602233,2.6605336366049785,5.006805174584788,32.418844517403606,0.9468316035180663,3.0,-1.496470400897868,0.5094625442684575,-82.9472288244209,8.061356271646796
 0.3227932957544886,2.6663779550486897,5.0104320619974,31.82305437653589,0.968379887263465,2.9999999999999845,-1.57640591688368,0.5673653417065228,-89.31112752503763,8.854726528248232
 0.32967904604009546,2.67214188422867,5.0139239326960245,31.208080254672492,0.9890371381202855,2.999999999999992,-1.6613943087950813,0.6283367774273785,-96.0809668227448,9.68883552001696
